Year,"Population requiring PC for STH, Pre-SAC",Number of Pre-SAC targeted,Reported number of Pre-SAC treated,"Drug combination, Pre-SAC","Programme coverage, Pre-SAC (%)","National coverage, Pre-SAC (%)","Population requiring PC for STH, SAC",Number of SAC targeted,Reported number of SAC treated,"Drug combination, SAC","Programme coverage, SAC (%)","National coverage, SAC (%)",CountryCode
2022,125745,80022.0,26656.009178311422,Alb/Mbd, ,30.0459948705714,262038,166128.0,55547.554475007375,Ivm+Alb, ,30.046241194025292,GNQ
2022,No PC required,2586257.0,2463217.0,Alb/Mbd, ,100.0,1696324,232103.0,216107.0,Alb,93.10823212108417,89.46,GIN
2022,No PC required,4890391.666666667,4336668.484760672,Alb/Mbd, ,75.98847685304301,2559589,3752640.0,2632256.0,Pzq+Mbd,70.14411187857081,44.13,CMR
2022,1383637,5329421.0,4525967.0,Alb,84.92417844264884,82.48,2559589,5306294.0,2115882.0,Mbd,39.8749485045495,44.13,CMR
2022,No PC required,2586257.0,2463217.0,Alb/Mbd, ,100.0,1696324,721759.0,688699.0,Pzq+Alb,95.4195236914261,89.46,GIN
2022,No PC required,2881687.0,2849988.0,Alb/Mbd, ,100.0,No PC required,498796.0,644969.0,Ivm+Alb,129.30516684175495,100.0,BFA
2022,4006478,3489021.0,1304242.1942365267,Mbd,37.3813225611576,19.4,9665688,8417312.0,3097695.8057634723,Mbd,36.80148491303961,18.9,ZAF
2022,979826,2586257.0,2463217.0,Alb/Mbd, ,100.0,1696324,1328056.0,1278729.0,Ivm+Alb,96.28577409386351,89.46,GIN
2022,449649,2092598.0,551763.0,Alb/Mbd, ,100.0,889730,143502.0,169848.0,Ivm+Alb,118.35932600242505,0.0,SEN
2022,14055,32217.0,11601.0,Alb/Mbd, ,58.512984702952686,39043,36419.0,18079.0,Ivm+Alb, ,42.7554235074149,GMB
2022,No PC required,723002.0,596180.0,Alb/Mbd, ,100.0,582465,58099.0,43426.0,Pzq+Alb,74.74483209693798,84.59,LBR
2022,41678,41678.0,25605.0,Alb,61.43528960122847,61.44,101376,101376.0,58448.0,Alb,57.65467171717171,57.65,CPV
2022,No PC required,3155145.0,3084699.0,Alb/Mbd, ,100.0,No PC required,182770.0,135176.0,Ivm+Alb,73.95962138206488,52.828890263389205,GHA
2022,261357,1367295.0,1158924.0,Alb,84.76034798635261,98.2,707893,3434507.0,3155607.0,Alb,91.87947498723979,97.8,BDI
2022,363699,255071.0,254577.0,Alb/Mbd, ,29.248322249207497,825348,153109.0,177993.0,Ivm+Alb,116.25247372786707,98.75,SLE
2022,No PC required,255071.0,254577.0,Alb/Mbd, ,29.248322249207497,825348,2024577.0,1877616.0,Alb,92.7411503736336,98.75,SLE
2022,26833,17828.0,16104.0,Alb/Mbd,90.32981826340588,60.02,57155,38545.0,36226.0,Alb/Mbd,93.98365546763523,63.38,STP
2022,No PC required,2946940.0,1698764.0,Alb/Mbd, ,100.0,1401080,631923.0,527947.0,Alb,83.546096597212,72.84,BEN
2022,1218695,1568988.0,1461589.0,Mbd - round 1,93.15488709920025,92.79,2999873,3862135.0,3311105.0,Mbd - round 1,85.73250287729456,91.75,RWA
2022,1461558,338531.0,418375.0,Alb/Mbd, ,16.741374040578613,3116121,721770.5,852238.5,Ivm+Alb, ,18.19204479383182,ZMB
2022,No PC required,4845.0,4460.0,Dec+Alb,92.05366357069144,,No PC required,10415.0,8844.0,Dec+Alb,84.91598655784925,,ERI
2022,107377,321925.0,167699.0,Alb/Mbd, ,100.0,223473,202909.0,133613.0,Ivm+Alb, ,66.6,NAM
2022,13099,199161.0,137566.0,Alb/Mbd, ,100.0,30732,134606.0,122126.0,Ivm+Alb, ,94.71096427962092,BWA
2022,7339001,9068407.0,6159181.0,Alb/Mbd, ,66.8959497153612,19894347,734084.0,613025.4976928972,Ivm+Alb,83.50890329892727,87.49,ETH
2022,No PC required,9068407.0,6159181.0,Alb/Mbd, ,66.8959497153612,19894347,19380791.0,19220201.9315,Alb,99.17140085510441,87.49,ETH
2022,248433,723002.0,596180.0,Alb/Mbd, ,100.0,582465,910617.0,775370.0683640143,Ivm+Alb,85.14776995861205,84.59,LBR
2022,No PC required,1287355.0,1237349.0,Alb/Mbd, ,100.0,1659179,441553.0,425748.0,Alb - round 2,96.4205882419551,97.31,TGO
2022,884895,1287355.0,1237349.0,Alb/Mbd, ,100.0,1659179,2065970.0,2050806.0,Alb - round 1,99.26601063907027,97.31,TGO
2022,No PC required,186083.25,127340.60106382979,Alb/Mbd, ,19.196907133857046,4895179,1088259.0,1067345.0,Mbd,98.07821483672545,49.27,MDG
2022,578158,421851.71428571426,287962.85714285716,Alb/Mbd, ,47.7,950336,631414.0,600910.7414824275,Ivm+Alb, ,56.72400658293488,CAF
2022,2222770,183797.0,123271.0,Ivm+Dec+Alb,67.06910341300456,23.57,4895179,404773.0,396326.703,Ivm+Dec+Alb,97.91332499944413,49.27,MDG
2022,No PC required,4731508.0,4910671.0,Alb/Mbd, ,100.0,No PC required,102909.0,126963.0,Ivm+Alb,123.37404891700434,54.1933627451326,NER
2022,2222770,1066760.0,793337.0,Dec+Alb,74.36883647680827,23.57,4895179,2349305.0,2067750.0,Dec+Alb,88.01539178608142,49.27,MDG
2022,No PC required,260376.0,138832.0,Alb/Mbd, ,100.0,267673,29117.0,26517.0,Alb,91.07050863756568,48.62,GNB
2022,115956,260376.0,138832.0,Alb/Mbd, ,100.0,267673,224496.0,232800.0,Ivm+Alb,103.69895231986317,48.62,GNB
2022,185751,4399736.0,3912239.0,Alb/Mbd, ,100.0,366560,471670.0,458880.0,Ivm+Alb,97.28835838615981,6.73,TCD
2022,17702347,34305846.0,13691584.0,Alb/Mbd, ,84.9458279952161,30979093,33425106.0,32881123.99755962,Ivm+Alb,98.37253469760012,70.59,NGA
2022,No PC required,34305846.0,13691584.0,Alb/Mbd, ,84.9458279952161,30979093,7576870.0,6577132.0,Mbd - round 1,86.80539589566668,70.59,NGA
2022,No PC required,34305846.0,13691584.0,Alb/Mbd, ,84.9458279952161,30979093,1889214.0,1674472.0,Mbd - round 2,88.63326229850085,70.59,NGA
2022,143945,237049.0,4499.0,Alb/Mbd, ,3.02,321403,117810.62,114282.0,Pzq+Alb,97.00483708514562,37.64,GAB
2022,No PC required,235124.85714285713,108433.0,Alb/Mbd, ,1.4366666666666668,16877599,1782137.0,1617418.0,Ivm+Alb,90.75722012392987,49.36,TZA
2022,No PC required,238691.7142857143,117878.0,Alb/Mbd, ,1.5733333333333333,16877599,3757656.969697969,3121525.0,Pzq+Alb,83.07104733540646,49.36,TZA
2023,No PC required,255071.0,254577.0,Alb/Mbd, ,29.248322249207497,1701118,1190886.3916,1049060.5,Pzq+Alb,88.09072867064577,96.12,SLE
2023,7794842,242258.57142857142,127323.0,Alb - round 2, ,1.71,17460216,529901.0,494554.0,Alb - round 2,93.32950871955327,22.71,TZA
2023,No PC required,3155145.0,3084699.0,Alb/Mbd, ,100.0,No PC required,196116.0,129741.0,Ivm+Alb,66.15523465703971,52.828890263389205,GHA
2023,14055,32217.0,11601.0,Alb/Mbd, ,58.512984702952686,39043,36419.0,18079.0,Ivm+Alb, ,42.7554235074149,GMB
2023,571805,2586257.0,2463217.0,Alb/Mbd, ,100.0,1656921,1151236.0,1081804.0,Ivm+Alb,93.96891688585139,75.01,GIN
2023,No PC required,2586257.0,2463217.0,Alb/Mbd, ,100.0,1656921,1210246.0,1171699.3026,Pzq+Alb,96.81497006393742,75.01,GIN
2023,No PC required,2586257.0,2463217.0,Alb/Mbd, ,100.0,1656921,163862.0,161638.0,Alb,98.64276037153215,75.01,GIN
2023,147585,237049.0,4499.0,Alb/Mbd, ,3.02,329536,117810.62,114282.0,Ivm+Alb, ,37.64,GAB
2023,1553285,52487.0,31630.0,Alb,60.262541200678264,2.04,3311697,111907.0,67363.0,Alb,60.19551949386545,2.03,ZMB
2023,129757,260376.0,138832.0,Alb/Mbd, ,100.0,249955,156077.0,150788.0,Ivm+Alb,96.61128801809363,44.49,GNB
2023,No PC required,260376.0,138832.0,Alb/Mbd, ,100.0,249955,62534.0,69270.0,Alb,110.7717401733457,44.49,GNB
2023,No PC required,9068407.0,6159181.0,Alb/Mbd, ,66.8959497153612,17411311,11993169.0,11533523.01514415,Mbd,96.1674351053016,33.92,ETH
2023,6422465,9068407.0,6159181.0,Alb/Mbd, ,66.8959497153612,17411311,1010093.0,807976.6744038593,Ivm+Alb,79.99032508926003,33.92,ETH
2023,2230990,1121570.8902258102,1644005.0,Mbd,146.58056965699296,22.59,5445177,2874705.9710642146,3317031.0,Mbd,115.3867920193604,21.33,KEN
2023,116723,182803.0,144496.0,Alb/Mbd, ,78.91600506059883,270698,269773.0,185780.0,Ivm+Alb, ,68.62998618386541,LSO
2023,7750,64445.0,64518.0,Alb/Mbd, ,100.0,19215,288085.0,288085.0,Alb,100,100.0,SWZ
2023,No PC required,245825.42857142858,127097.5,Alb/Mbd, ,1.71,17460216,2810928.0,2494950.0,Alb,88.75894366557948,22.71,TZA
2023,No PC required,249392.2857142857,126872.0,Alb/Mbd, ,1.71,17460216,824012.0,706137.0,Pzq+Alb,85.69498987878818,22.71,TZA
2023,No PC required,252959.14285714284,126646.5,Alb/Mbd, ,1.71,17460216,263776.2353696,249221.906,Ivm+Alb,94.48231970207374,22.71,TZA
2023,7794842,256526.0,126421.0,Alb - round 1,49.28194413041953,1.71,17460216,529901.0,507787.0,Alb - round 1,95.82676764150284,22.71,TZA
2023,259316,723002.0,596180.0,Alb/Mbd, ,100.0,608037,1252267.0,729667.0,Ivm+Alb,58.26768572516884,77.49956005966742,LBR
2023,No PC required,5711478.0,5506830.0,Alb/Mbd, ,100.0,1740451,1176181.0,1072531.0,Pzq+Alb,91.18758082301959,79.26,CIV
2023,No PC required,10976.0,10926.0,Dec+Alb,99.54446064139941,,No PC required,20156.0,21494.0,Dec+Alb,106.63822186941854,,ERI
2023,107377,321925.0,167699.0,Alb/Mbd, ,100.0,223473,202909.0,133613.0,Ivm+Alb, ,66.6,NAM
2023,88728,7524.0,7139.0,Alb/Mbd, ,6.125462086376341,188966,21509.0,20409.0,Ivm+Alb, ,8.222643226823873,COM
2023,No PC required,4731508.0,4910671.0,Alb/Mbd, ,100.0,No PC required,116753.0,82123.0,Ivm+Alb,70.33909192911531,54.1933627451326,NER
2023,No PC required,4731508.0,4910671.0,Alb/Mbd, ,100.0,No PC required,3051533.115480993,2804932.172453084,Pzq+Alb,91.91878528937283,54.1933627451326,NER
2023,210040,4399736.0,3912239.0,Alb/Mbd, ,100.0,414492,578655.1419259325,551168.9701186428,Pzq+Alb,95.2499909158661,63.91,TCD
2023,18144902,34305846.0,13691584.0,Alb/Mbd, ,84.9458279952161,31753588,18340000.0,17907669.560000002,Ivm+Alb,97.64269116684842,63.32,NGA
2023,No PC required,34305846.0,13691584.0,Alb/Mbd, ,84.9458279952161,31753588,13752346.0,11921357.0,Mbd - round 1,86.68598797616058,63.32,NGA
2023,No PC required,34305846.0,13691584.0,Alb/Mbd, ,84.9458279952161,31753588,1333000.0,1233024.0,Mbd - round 2,92.4999249812453,63.32,NGA
2023,621764,317508.85714285716,227237.42857142858,Alb/Mbd, ,37.24000000000001,1022016,641996.0,459275.482964855,Ivm+Alb,71.53868294582131,44.14,CAF
2023,621764,213166.0,166512.0,1*Alb,78.1137704887271,26.78,1022016,350389.0,273702.0,1*Alb,78.11375357103105,44.14,CAF
2023,No PC required,2881687.0,2849988.0,Alb/Mbd, ,100.0,No PC required,538706.0,569377.0,Ivm+Alb,105.69345802719852,100.0,BFA
2023,223309,2700035.0,1469845.0,Alb/Mbd, ,100.0,520410,1893850.0,2096480.0,Ivm+Alb,110.69936901021728,80.4,SSD
2023,1294174,1294174.0,1451586.0,Alb - round 1,112.16312489665223,100.0,3377790,3377790.0,3658198.0,Alb - round 1,108.30152259317482,99.97,RWA
2023,1294174,1294174.0,1462606.0,Alb - round 2,113.01463327187844,100.0,3377790,3377790.0,3772196.0,Alb - round 2,111.6764511707359,99.97,RWA
2023,No PC required,1294174.0,1462606.0,Alb/Mbd, ,100.0,3377790,1645144.0,1461995.0,Pzq+Mbd,88.86729672296164,99.97,RWA
2023,1161580,4230265.0,4230265.0,Mbd - round 2,100,88.25,2866358,4100345.0,3452245.0,Pzq+Mbd,84.19401294281334,46.64,CMR
2023,1161580,5365386.0,5084760.0,Mbd - round 1,94.7696959734118,88.25,2866358,2225886.0,1215957.0,Mbd,54.6279998167022,46.64,CMR
2023,4006478,3489021.0,1304242.1942365267,Alb/Mbd, ,19.4,9665688,8417312.0,3097695.8057634723,Ivm+Alb, ,18.9,ZAF
2023,27326,17828.0,16104.0,Alb/Mbd, ,60.02,58207,38545.0,36226.0,Ivm+Alb, ,63.38,STP
2023,847247,2092598.0,551763.0,Alb/Mbd, ,100.0,1676462,61526.0,68073.0,Ivm+Alb,110.64102980853623,87.47,SEN
2023,No PC required,2092598.0,551763.0,Alb/Mbd, ,100.0,1676462,584877.0,517004.0,Pzq+Alb,88.39533782316624,87.47,SEN
2023,No PC required,2092598.0,551763.0,Alb/Mbd, ,100.0,1676462,1049009.0,1116126.0,Alb,106.3981338577648,87.47,SEN
2023,41678,41678.0,25605.0,Alb/Mbd, ,61.44,101376,101376.0,58448.0,Ivm+Alb, ,57.65,CPV
2023,259925,1102146.0,1074058.0,Alb - round 2,97.45151731258835,99.87727229008368,710415,1654829.0,1250232.0,Pzq+Alb,75.55052516000143,38.10631813798977,BDI
2023,259925,1102146.0,1103583.0,Alb - round 1,100.13038200020688,99.87727229008368,710415,940607.0,898236.0,Alb,95.4953556586332,38.10631813798977,BDI
2023,No PC required,255071.0,254577.0,Alb/Mbd, ,29.248322249207497,1701118,1821254.742020014,1883018.488,Alb - round 2,103.39127440851475,96.12,SLE
2023,No PC required,255071.0,254577.0,Alb/Mbd, ,29.248322249207497,1701118,1357373.9184393198,1329546.0,Alb - round 1,97.94987084536619,96.12,SLE
2023,920721,1287355.0,1237349.0,Alb/Mbd, ,100.0,1726356,2286477.0,2098728.0,Alb - round 1,91.78872125107753,96.2,TGO
2023,No PC required,723002.0,596180.0,Alb/Mbd, ,100.0,608037,68618.0,63150.0,Alb,92.03124544580139,77.49956005966742,LBR
2023,No PC required,1287355.0,1237349.0,Alb/Mbd, ,100.0,1726356,344053.0,334578.0,Alb - round 2,97.24606383318849,96.2,TGO
2023,No PC required,553205.0,553205.0,Alb/Mbd, ,17.3861378546102,8505411,141709.0,144639.0,Pzq+Alb,102.06761744137634,29.92,MOZ
2023,132213,131295.0,31794.0,2*Alb,24.215697475151376,24.05,275517,273604.0,66254.0,2*Alb,24.215289250157163,24.05,GNQ
2023,2353832,1845174.0,1415790.032470879,Dec+Alb,76.72935086180917,51.61,5183815,4063602.0,3117975.5860220604,Dec+Alb,76.72935454855225,63.25,MDG
2023,2353832,574138.0,485946.25203587255,Ivm+Dec+Alb,84.63927697450309,51.61,5183815,1264414.0,1070192.9772188435,Dec+Alb,84.6394438228969,63.25,MDG
2023,No PC required,574138.0,485946.25203587255,Alb/Mbd, ,51.61,5183815,969908.0,943189.0,Mbd,97.24520263777595,63.25,MDG
2023,1424730,1927501.0,839954.4955968518,Alb,43.57738312959899,38.3,2484375,1942319.656291505,462919.74578701984,Alb - round 1,23.833345056646245,21.75,AGO
2023,No PC required,1927501.0,839954.4955968518,Alb/Mbd, ,38.3,2484375,277319.0,382448.3688655962,Alb - round 2,137.90918359924714,21.75,AGO
2023,No PC required,1927501.0,839954.4955968518,Alb/Mbd, ,38.3,2484375,796684.0,334688.6663504703,Ivm+Alb,42.01021563762674,21.75,AGO
2023,No PC required,1927501.0,839954.4955968518,Alb/Mbd, ,38.3,2484375,2857.0,1429.0,Pzq+Alb,50.01750087504375,21.75,AGO
2023,No PC required,15630941.0,535976.2943485086,Alb/Mbd, ,25.046153846153857,20745818,4543719.0,4497019.0,2*Alb,98.97220756829373,92.41,COD
2023,No PC required,15630941.0,566320.196232339,Alb/Mbd, ,17.550769230769234,20745818,8707291.0,8590869.0,Ivm+Alb,98.66293661254689,92.41,COD
2023,No PC required,15630941.0,596664.0981161696,Alb/Mbd, ,10.055384615384625,20745818,7690837.0,6787280.0,Alb,88.25151280673353,92.41,COD
2023,9101968,15630941.0,627008.0,Pzq+Alb, ,2.56,20745818,5087503.0,4642034.0,Pzq+Alb,91.24385774317972,92.41,COD
2023,No PC required,6083997.0,3923095.5,Alb/Mbd, ,71.82,12702689,607308.0,573278.0,Pzq+Mbd,94.3965829529662,79.08,UGA
2023,5972793,6520619.0,3718526.0,Mbd - round 2,57.02719327720267,68.07,12702689,13867779.0,8877036.0,Mbd - round 2,64.01195173358329,79.08,UGA
2023,5972793,6520619.0,5273463.0,Mbd - round 1,80.87365632005182,68.07,12702689,13867779.0,11858074.0,Mbd - round 1,85.5080975836145,79.08,UGA
2023,1036508,1569475.0,1569753.0,Alb/Mbd, ,77.965707297143,2395904,2665157.0,2545944.0,Pzq+Alb,95.52698021167232,31.26,MWI
2023,No PC required,792784.0,544841.0,Alb/Mbd, ,100.0,No PC required,1029387.0,1073395.0,Ivm+Alb, ,100.0,MLI
2023,No PC required,5711478.0,5506830.0,Alb/Mbd, ,100.0,1740451,458019.0,422439.0,Alb,92.23176331112901,79.26,CIV
2023,749623,255071.0,254577.0,Alb/Mbd, ,29.248322249207497,1701118,130805.3916,121970.0,Ivm+Alb,93.2453918818435,96.12,SLE
2023,868173,5711478.0,5506830.0,Alb/Mbd, ,100.0,1740451,112771.0,88550.0,Ivm+Alb,78.52196043309007,79.26,CIV
2023,No PC required,597740.0,560402.0,Alb/Mbd, ,100.0,No PC required,402915.0,285557.0,Ivm+Alb, ,5.293795002231627,MRT
2023,No PC required,95542.0,78209.77964323189,Alb/Mbd, ,18.883080640395963,601137,1180554.0,913150.0,Alb,77.3492783896374,71.87,COG
2023,No PC required,95542.0,78209.77964323189,Alb/Mbd, ,18.883080640395963,601137,117428.0,92539.0,Pzq+Alb,78.80488469530266,71.87,COG
2023,No PC required,95542.0,78209.77964323189,Alb/Mbd, ,18.883080640395963,601137,172370.0,144673.0,1*Alb,83.93165864129489,71.87,COG
2023,257983,95542.0,78209.77964323189,Alb/Mbd, ,18.883080640395963,601137,46895.359545031046,38735.94015480178,Ivm+Alb,82.60079575166873,71.87,COG
2023,488821,2946940.0,1698764.0,Alb/Mbd, ,100.0,1436092,1436092.0,1315753.0,Alb,91.62038365230083,91.62,BEN
2023,4026750,553205.0,553205.0,Alb/Mbd, ,17.3861378546102,8505411,2403261.0,3520548.0,Ivm+Alb,146.49045609278392,29.92,MOZ
2023,13294,199161.0,137566.0,Alb/Mbd, ,100.0,31187,134606.0,122126.0,Ivm+Alb, ,94.71096427962092,BWA
2023,166780,335040.0,46362.0,Alb/Mbd, ,3.9,386820,848989.0,671070.0,Ivm+Alb, ,15.72,ZWE
